,precipIntensity,precipProbability,temperature,windSpeed,label
1140,0.0,0.0,48.53,4.9,0
1141,0.0,0.0,46.8,8.12,0
1142,0.0,0.0,45.21,6.17,0
1143,0.0,0.0,43.89,6.62,0
1144,0.0,0.0,43.99,5.85,0
1145,0.0,0.0,42.69,3.38,0
1146,0.0,0.0,43.28,2.81,0
1147,0.0,0.0,41.93,4.09,0
1148,0.0,0.0,42.57,2.94,0
1149,0.0,0.0,41.73,3.22,0
1150,0.0,0.0,43.4,2.16,0
1151,0.0,0.0,48.95,4.57,0
1152,0.0,0.0,54.28,5.54,0
1153,0.0,0.0,56.73,4.56,0
1154,0.0,0.0,59.17,3.43,0
1155,0.0,0.0,60.35,2.86,0
1156,0.0,0.0,61.75,6.21,0
1157,0.0,0.0,62.18,7.14,0
1158,0.0,0.0,63.17,5.23,0
1159,0.0,0.0,63.49,15.39,0
1160,0.003,0.07,62.87,4.79,0
1161,0.0,0.0,61.34,7.07,0
1162,0.0,0.0,59.29,12.78,0
1163,0.0,0.0,55.95,7.5,0
1164,0.0,0.0,54.2,8.61,0
1165,0.0,0.0,51.98,12.68,0
1166,0.0,0.0,51.3,5.95,0
1167,0.0023,0.25,51.78,5.8,0
1168,0.0,0.0,51.74,3.37,0
1169,0.0,0.0,50.43,4.76,0
1170,0.004,0.44,50.42,6.18,0
1171,0.0,0.0,49.93,6.09,0
1172,0.0,0.0,49.04,7.53,0
1173,0.003,0.17,47.5,5.69,0
1174,0.0,0.0,49.76,7.8,0
1175,0.0,0.0,52.0,8.19,0
1176,0.0,0.0,54.26,10.33,0
1177,0.0,0.0,54.79,12.23,0
1178,0.0,0.0,57.12,10.77,0
1179,0.0,0.0,59.42,13.49,0
1180,0.0,0.0,58.52,14.0,0
1181,0.0,0.0,58.81,11.03,0
1182,0.0073,0.9,57.03,8.9,0
1183,0.19399999999999998,1.0,58.1,8.66,0
1184,0.0,0.0,56.26,11.07,0
1185,0.0318,1.0,51.78,7.76,0
1186,0.0,0.0,52.12,5.37,0
1187,0.0,0.0,50.9,3.86,0
1188,0.0,0.0,48.85,2.42,0
1189,0.0,0.0,48.0,5.66,0
1190,0.0,0.0,46.99,1.61,0
1191,0.0,0.0,47.05,2.4,0
1192,0.0,0.0,46.97,4.56,0
1193,0.0,0.0,46.8,3.16,0
1194,0.0,0.0,45.07,0.12,0
1195,0.0,0.0,45.51,1.45,0
1196,0.0,0.0,48.18,2.92,0
1197,0.0,0.0,46.8,2.11,0
1198,0.0,0.0,46.77,1.09,0
1199,0.0,0.0,48.31,1.47,0
1200,0.0,0.0,49.37,0.19,0
1201,0.0,0.0,50.13,3.14,0
1202,0.0,0.0,50.79,3.03,0
1203,0.0,0.0,51.17,3.41,0
1204,0.0,0.0,51.27,6.43,0
1205,0.0118,0.54,52.85,5.24,0
1206,0.0533,1.0,52.5,9.63,0
1207,0.0,0.0,49.84,9.51,0
1208,0.0,0.0,49.44,13.73,0
1209,0.0,0.0,45.9,13.47,0
1210,0.0,0.0,44.22,11.84,0
1211,0.0,0.0,42.36,5.75,0
1212,0.0098,1.0,43.52,3.76,0
1213,0.0238,1.0,43.33,6.84,0
1214,0.022000000000000002,1.0,42.15,5.66,0
1215,0.021,1.0,42.19,4.91,0
1216,0.016,1.0,42.24,5.36,0
1217,0.0,0.0,40.6,5.84,0
1218,0.0,0.0,40.71,7.05,0
1219,0.0,0.0,40.87,8.42,0
1220,0.0,0.0,37.48,8.47,0
1221,0.0,0.0,37.95,9.72,0
1222,0.0,0.0,36.93,11.42,0
1223,0.0,0.0,40.02,12.73,0
1224,0.0,0.0,43.64,15.69,0
1225,0.0,0.0,45.16,16.6,0
1226,0.0,0.0,47.51,19.03,0
1227,0.0,0.0,45.04,15.34,0
1228,0.099,1.0,46.92,18.47,0
1229,0.0448,0.88,44.17,14.86,0
1230,0.012,0.33,46.23,14.65,0
1231,0.0335,0.92,47.62,14.85,0
1232,0.0,0.0,46.94,18.52,0
1233,0.009000000000000001,0.15,48.94,19.21,0
1234,0.0,0.0,44.89,13.56,0
1235,0.006,0.01,44.45,12.64,0
1236,0.0,0.0,40.98,10.84,0
1237,0.0,0.0,42.12,6.24,0
1238,0.0,0.0,39.2,7.17,0
1239,0.0,0.0,39.1,3.56,0
1240,0.0,0.0,38.43,4.94,0
1241,0.0,0.0,36.33,6.44,0
1242,0.0,0.0,36.11,6.12,0
1243,0.0,0.0,38.05,7.58,0
1244,0.0,0.0,38.81,7.53,0
1245,0.0,0.0,38.94,5.76,0
1246,0.0,0.0,41.45,7.6,0
1247,0.0,0.0,44.27,6.96,0
1248,0.0,0.0,46.09,6.48,0
1249,0.0,0.0,46.96,7.53,0
1250,0.0,0.0,50.72,8.96,0
1251,0.0,0.0,50.4,10.76,0
1252,0.0,0.0,49.78,7.5,0
1253,0.0,0.0,51.14,7.19,0
1254,0.0,0.0,52.65,7.59,0
1255,0.0,0.0,50.81,5.93,0
1256,0.0,0.0,52.44,4.55,0
1257,0.0,0.0,52.11,3.41,0
1258,0.0,0.0,50.32,3.66,0
1259,0.0,0.0,47.86,5.65,0
1260,0.0,0.0,45.7,11.08,0
1261,0.0,0.0,45.46,6.0,0
1262,0.0,0.0,43.79,1.74,0
1263,0.0043,0.01,43.54,8.86,0
1264,0.0,0.0,41.38,13.4,0
1265,0.0,0.0,39.29,5.2,0
1266,0.0,0.0,38.0,4.25,0
1267,0.0,0.0,38.12,6.68,0
1268,0.0,0.0,37.86,6.48,0
1269,0.0,0.0,39.01,6.78,0
1270,0.0,0.0,42.17,6.19,0
1271,0.0,0.0,45.74,6.63,0
1272,0.0,0.0,47.4,6.92,0
1273,0.0,0.0,49.25,7.89,0
1274,0.0,0.0,49.71,9.39,0
1275,0.0,0.0,51.0,8.93,0
1276,0.0,0.0,49.85,8.45,0
1277,0.0,0.0,50.05,9.98,0
1278,0.0,0.0,52.29,10.65,0
1279,0.005,0.64,50.8,8.99,0
1280,0.0,0.0,52.64,6.35,0
1281,0.0,0.0,51.52,6.82,0
1282,0.0,0.0,50.0,6.44,0
1283,0.0,0.0,47.64,1.99,0
1284,0.0,0.0,45.41,4.61,0
1285,0.0,0.0,42.68,1.42,0
1286,0.0,0.0,43.23,4.11,0
1287,0.0,0.0,41.82,6.7,0
1288,0.0,0.0,40.25,5.25,0
1289,0.003,0.4,40.32,4.14,0
1290,0.0,0.0,42.54,3.17,0
1291,0.0,0.0,43.28,2.33,0
1292,0.0,0.0,43.17,1.4,0
1293,0.0,0.0,44.09,1.12,0
1294,0.0,0.0,45.23,1.25,0
1295,0.0,0.0,48.61,4.68,0
1296,0.0,0.0,50.17,5.95,0
1297,0.0,0.0,51.59,5.52,0
1298,0.0,0.0,54.13,6.47,0
1299,0.0,0.0,55.69,4.66,0
1300,0.003,0.32,58.28,7.26,0
1301,0.0023,0.16,56.66,3.34,0
1302,0.0,0.0,56.47,5.02,0
1303,0.004,0.07,55.99,7.16,0
1304,0.0,0.0,56.38,5.52,0
1305,0.0,0.0,55.7,6.17,0
1306,0.0063,0.81,55.11,6.59,0
1307,0.0023,0.02,53.19,5.19,0
1308,0.002,0.06,50.94,6.3,0
1309,0.0,0.0,49.47,6.92,0
1310,0.0,0.0,48.32,8.84,0
1311,0.0,0.0,49.2,8.0,0
1312,0.0,0.0,49.58,9.26,0
1313,0.003,0.4,48.77,10.63,0
1314,0.008,1.0,48.72,9.76,0
1315,0.018000000000000002,1.0,49.16,10.01,0
1316,0.016,1.0,48.28,9.67,0
1317,0.0738,1.0,46.62,11.27,0
